record_num,ground_truth,consensus_correct,trend_trust,pattern_trust,anomaly_trust
520,False,True,0.884537396393715,0.8868119579732376,1.0
521,False,True,0.8845894038807802,0.8868280801835768,1.0
522,False,True,0.8846581881580942,0.8868642014195213,1.0
523,False,True,0.8847419876628955,0.8868228194455081,1.0
524,False,True,0.8848392174680346,0.886807204167624,1.0
525,False,True,0.8849484516147673,0.8868146966786183,1.0
526,True,True,0.8850684072123038,0.8868429044301114,1.0
527,False,True,0.8851032331577402,0.8868896745931609,1.0
528,False,True,0.8851562368741023,0.8869530700828051,1.0
529,True,True,0.8852255188470695,0.887031347980185,1.0
530,True,False,0.8852152080169765,0.8870287781539179,1.0
531,False,True,0.885133536839339,0.8870477048498043,1.0
532,False,True,0.8850817216169437,0.8870858987175444,1.0
533,True,True,0.885056695522665,0.8871413537896102,1.0
534,True,True,0.8850556988675948,0.8871188071956959,1.0
535,True,True,0.8850762483838204,0.8871196130432906,1.0
536,False,True,0.8850229997093118,0.8871413575117735,1.0
537,True,True,0.8849965361696074,0.8871818686007448,1.0
538,False,True,0.8849013352428136,0.887239191944752,1.0
539,False,True,0.8848371276444581,0.887311569046573,1.0
540,False,True,0.8848007346582009,0.8873974176872023,1.0
541,True,True,0.8847892958787277,0.8874030633723566,1.0
542,False,True,0.8847081563461036,0.8874288712155999,1.0
543,True,True,0.8846564583585521,0.8874727487999223,1.0
544,True,True,0.884631179495174,0.8875328133694714,1.0
545,False,False,0.8845380249156201,0.887515795768788,1.0
546,False,True,0.8844754472869466,0.8875210717677777,1.0
547,False,True,0.884440311317376,0.8875463368537737,1.0
548,False,True,0.8844297956683342,0.8875895173760466,1.0
549,True,True,0.8844413615560462,0.8875578383657148,1.0
550,False,True,0.8844727244930006,0.8875497859266025,1.0
551,False,True,0.8845218288552947,0.8875629232759712,1.0
552,True,True,0.8845868249932733,0.8875046417982837,1.0
553,True,True,0.8846660486311302,0.887472589170802,1.0
554,False,True,0.8846679122364857,0.8874640689924606,1.0
555,False,True,0.8846903296459306,0.887386726841416,1.0
556,False,True,0.8847311710080881,0.8873374616976694,1.0
557,False,True,0.8847885198571002,0.8873133929472573,1.0
558,False,True,0.8848606517712112,0.8873119284289179,1.0
559,False,True,0.8849460151655186,0.8873307355860262,1.0
560,False,True,0.885043214005473,0.8873677155033594,1.0
561,False,True,0.8851509922490538,0.8874209795402122,1.0
562,False,True,0.8852682198447523,0.8874888283002229,1.0
563,True,True,0.8853938801297807,0.8875697327042432,1.0
564,True,False,0.8854385629132628,0.8875738213807216,1.0
565,True,True,0.8854989469046222,0.8875973579705646,1.0
566,False,True,0.8854852074169819,0.8876383276408804,1.0
567,False,True,0.8854930247034527,0.8876949174120036,1.0
568,True,True,0.885520172145234,0.8877654959695731,1.0
569,True,True,0.8855646461587807,0.8878485954954229,1.0
570,False,True,0.8856246438896627,0.8879428953154078,1.0
571,True,True,0.8856985431370601,0.8879597945950559,1.0
572,True,False,0.8856976242509282,0.8879072706329325,1.0
573,True,True,0.8857167120000514,0.8878796097717299,1.0
574,False,True,0.8856667799304812,0.887874257490209,1.0
575,False,True,0.8856417686040998,0.8878889150745215,1.0
